years,place,lat,lon
36,fox river grove,42.200857,-88.214526
18,bismarck,46.808327,-100.783739
29,thunder bay,48.380895,-89.247682
24,west harrison,41.039661,-73.748060
34,apodaca,25.766344,-100.181532
27,bay springs,31.979043,-89.287284
6,longboat key,27.412542,-82.658988
5,la vista,41.183888,-96.031127
39,fenton,38.512646,-90.442988
15,norris,36.195634,-84.067974
32,johnstown,40.326741,-78.921970
32,cleveland,33.744002,-90.724819
23,berryville,39.151771,-77.982219
41,tellico plains,35.362855,-84.294087
8,columbus,41.430297,-97.359390
28,fayette,39.145865,-92.683794
25,crofton,39.001777,-76.687467
42,cottage grove,44.827745,-92.943822
31,detroit lakes,46.817181,-95.845325
48,mansfield,42.033457,-71.219058
21,wilmington,42.548171,-71.172447
13,gardena,33.888349,-118.308962
28,center moriches,40.800377,-72.789823
43,chickamauga,34.871188,-85.290790
4,new roads,30.701574,-91.436224
42,paintsville,37.814538,-82.807105
17,lompoc,34.639150,-120.457941
33,hollister,36.852455,-121.401602
11,elsa,26.293405,-97.993059
8,albany,42.707784,-89.437063
30,la follette,36.382885,-84.119947
34,canaan,41.961667,-73.308333
20,leesburg,31.732116,-84.170742
0,bishop,37.361424,-118.399664
8,blythe,33.617233,-114.589174
39,nanuet,41.088707,-74.013473
39,audubon,40.127884,-75.431853
42,murrysville,40.428401,-79.697545
4,brandenburg,37.998959,-86.169414
6,richlands,37.093169,-81.793727
21,kingston,41.480379,-71.522560
4,danville,37.821593,-121.999961
35,salem,37.293468,-80.054763
34,metamora,40.790592,-89.360643
7,ridgeland,32.480743,-80.980386
39,batesburg-leesville,33.910142,-81.537326
27,webster,43.212285,-77.429994
45,martinsburg,39.456210,-77.963887
23,raton,36.903358,-104.439153
10,coventry,41.688598,-71.564208
4,brazoria,29.044415,-95.569113
23,pleasanton,28.967194,-98.478627
21,oakland,37.804364,-122.271114
37,levis,46.740395,-71.236336
42,two rivers,44.153884,-87.569248
49,killen,34.862864,-87.537525
24,haw river,36.091526,-79.364186
9,arlington,44.608297,-94.080528
36,haleyville,34.226488,-87.621413
25,charleston,38.349819,-81.632623
14,millville,39.402060,-75.039344
16,winston-salem,36.099860,-80.244216
6,locust valley,40.875932,-73.597071
31,franklin lakes,41.016764,-74.205701
3,idaho falls,43.491651,-112.033964
24,scotts valley,37.051060,-122.014684
26,boone,42.059705,-93.880227
12,arlington,32.735687,-97.108066
48,montezuma,37.595856,-100.443205
46,cheraw,34.697656,-79.883397
48,dalton,34.769802,-84.970223
19,sheldon,43.181211,-95.856954
21,olalla,47.429120,-122.546267
21,grand rapids,47.237166,-93.530214
18,bothell,47.762320,-122.205403
39,dearborn heights,42.336982,-83.273263
41,el dorado,33.207630,-92.666267
9,wiggins,30.858244,-89.135328
6,stuarts draft,38.030136,-79.033637
22,vinton,37.280971,-79.896982
27,depew,42.903948,-78.692251
1,delano,45.041907,-93.789133
21,medina,47.620932,-122.227624
47,spruce pine,35.915401,-82.064561
1,ojai,34.448049,-119.242889
49,willmar,45.116970,-95.049988
3,fairchild afb,47.615000,-117.655556
47,salisbury,38.360674,-75.599369
0,concord,42.460372,-71.348948
7,montrose,38.478320,-107.876174
19,swansboro,34.687662,-77.119117
42,simpsonville,34.737064,-82.254283
45,irvine,33.683947,-117.794694
36,wilmette,42.072251,-87.722838
36,grapevine,32.934292,-97.078065
1,woodmere,40.632048,-73.712631
10,oneida,36.498134,-84.512716
49,branson,36.643673,-93.218514
29,potomac,39.018165,-77.208591
8,newport,34.786550,-76.859106
15,powell,36.031747,-84.027968
15,north yarmouth,43.857350,-70.238871
6,new canaan,41.146763,-73.494844
28,portage,42.201154,-85.580002
31,woodstock,34.101487,-84.519375
27,rockingham,34.939320,-79.773946
37,sterling,42.437416,-71.760629
29,grovetown,33.450416,-82.198176
11,indian river,45.412512,-84.612536
30,la mesa,32.767829,-117.023084
10,paris,35.292032,-93.729917
13,winooski,44.491438,-73.185683
42,franklin,41.397836,-79.831444
7,red rock,32.573061,-111.329001
26,pembroke pines,26.007765,-80.296256
6,ashland,42.194576,-122.709477
23,ronkonkoma,40.806419,-73.124149
40,redlands,34.055569,-117.182538
28,lanesborough,42.517306,-73.228160
44,mansfield,32.037663,-93.700182
42,indio,33.720577,-116.215562
22,carmel,44.797569,-69.051154
0,new middletown,40.961171,-80.557571
10,florida,41.331761,-74.356820
25,webster,29.537731,-95.118264
22,necedah,44.026077,-90.074018
36,oneida,43.092568,-75.651293
22,freeburg,38.427550,-89.913714
15,morehead city,34.722939,-76.726044
33,deale,38.776505,-76.555236
36,highland park,42.181692,-87.800344
1,jackson,40.108056,-74.329444
39,whitefish,48.411076,-114.337633
1,coralville,41.682276,-91.596064
41,urbana,40.110588,-88.207270
34,raymond,32.259315,-90.422595
29,brookhaven,31.579059,-90.440651
8,marlboro township,40.338095,-74.268729
3,nokesville,38.698729,-77.579712
16,sparta,38.123105,-89.701766
10,mooresville,35.584860,-80.810072
35,manasquan,40.113693,-74.037635
47,liverpool,43.106456,-76.217705
39,little falls,40.869010,-74.208229
45,little elm,33.162619,-96.937505
13,bryn mawr,40.021833,-75.315854
45,collierville,35.042036,-89.664527
17,joint base andrews,38.796520,-76.883626
16,crosby,29.911889,-95.062151
16,st. thomas,42.777721,-81.182653
3,bow,43.132026,-71.549238
9,sugar grove,41.761418,-88.443686
0,warren,33.612609,-92.064583
45,brunswick,31.149953,-81.491489
22,auburn,41.366994,-85.058858
13,albertson,40.773434,-73.643184
49,kimball,41.235659,-103.662983
16,arab,34.318150,-86.495822
16,gardendale,33.660103,-86.812770
18,palatine,42.110304,-88.034240
21,clifton forge,37.816239,-79.824495
12,claremont,34.096676,-117.719778
34,bangor,44.801182,-68.777814
27,inver grove heights,44.848022,-93.042715
30,valley cottage,41.118151,-73.955416
21,el dorado hills,38.685737,-121.082167
39,richmond,37.935758,-122.347749
17,emmaus,40.539542,-75.496850
6,beaverton,44.429370,-79.153470
12,cape may,38.935112,-74.906005
1,accokeek,38.667617,-77.028309
36,beaver falls,40.752010,-80.319229
19,daly city,37.687924,-122.470208
25,lemont,41.673642,-88.001726
43,south burlington,44.466994,-73.170960
22,nebraska city,40.676575,-95.859362
6,denver,39.737567,-104.984718
28,palisades,41.011308,-73.913293
11,wheeling,42.139193,-87.928959
1,stephenville,32.220696,-98.202263
10,north bay,46.309115,-79.460820
1,glendale,34.142508,-118.255075
24,norwell,42.161516,-70.792783
13,laurinburg,34.774049,-79.462825
17,neligh,42.128618,-98.029789
33,easton,40.688432,-75.220732
37,augusta,33.473498,-82.010515
14,nixa,37.043386,-93.294353
25,mckinleyville,40.946515,-124.100620
35,moyock,36.524793,-76.178325
32,waynesboro,39.755927,-77.577769
47,yuma,32.692651,-114.627692
44,auburn,36.864209,-86.710273
19,freeport,28.954137,-95.359662
37,hastings,40.586258,-98.389873
18,grove city,41.157838,-80.088670
5,trenton,40.217053,-74.742938
16,livonia,42.368370,-83.352710
8,thornville,39.896454,-82.420154
14,wyoming,41.311747,-75.837417
49,vidalia,32.217686,-82.413461
24,saint-jean-sur-richelieu,45.305771,-73.254490
35,petersburg,37.227928,-77.401927
37,danville,40.864340,-91.314614
17,richmond,49.166590,-123.133569
42,okemos,42.722257,-84.427474
45,warren,42.493000,-83.028197
13,carol stream,41.912529,-88.134793
9,indianola,41.358048,-93.557438
48,palmer lake,39.122214,-104.917204
3,myersville,39.505101,-77.566377
25,santa maria,34.953034,-120.435719
10,atkinson,42.838422,-71.147004
21,burlington,44.475882,-73.212072
8,mastic,40.802043,-72.840936
4,charlottesville,38.029306,-78.476678
28,south lake tahoe,38.939926,-119.977187
25,ypsilanti,42.241150,-83.612994
33,hazleton,40.958418,-75.974647
25,hollister,36.621173,-93.215459
12,saluda,34.001523,-81.772052
19,high springs,29.826906,-82.596783
19,newark,43.046730,-77.095252
38,storm lake,42.643036,-95.201940
9,felton,39.008446,-75.577981
44,fairview,40.812601,-73.999028
1,mount vernon,38.317271,-88.903120
49,clarkesville,34.612597,-83.524893
11,largo,27.909466,-82.787324
0,epworth,42.445002,-90.932077
17,childress,34.426453,-100.204002
47,dallas,41.336191,-75.963255
48,poolesville,39.145939,-77.416931
43,fairfield,41.140836,-73.261262
43,north sioux city,42.527217,-96.483086
45,meadow vista,39.001008,-121.021889
44,windsor,41.852598,-72.643702
11,hubbard,41.156446,-80.569239
1,franklin,29.796040,-91.501500
37,bellevue,47.610377,-122.200679
11,byron,42.126969,-89.255662
49,center valley,40.529266,-75.393236
9,oberlin,41.293939,-82.217379
45,green cove springs,29.991909,-81.678147
30,bushnell,28.664992,-82.112863
0,superior,46.720774,-92.104080
27,hutchins,32.649300,-96.713052
17,west liberty,37.921476,-83.259622
14,charles city,43.066361,-92.672411
44,stockbridge,42.451147,-84.180515
35,new holstein,43.949992,-88.084264
48,yorkville,41.641141,-88.447295
15,sahuarita,31.957582,-110.955646
11,gatineau,45.476545,-75.701272
39,loveland,39.268948,-84.263826
31,hayesville,35.046200,-83.817953
28,dilley,28.667480,-99.170589
24,clay center,39.376941,-97.124743
37,new carlisle,39.936170,-84.025491
0,belgrade,45.776246,-111.177094
10,paxton,40.460313,-88.095320
47,rancho santa margarita,33.640855,-117.603104
7,harrisonburg,38.449569,-78.868915
41,streamwood,42.025583,-88.178408
17,royal oak,42.489480,-83.144649
41,denver,35.531658,-81.029579
47,mountain view,37.386052,-122.083851
47,zephyrhills,28.233620,-82.181195
25,lincolnshire,42.190025,-87.908404
31,dandridge,36.015369,-83.414890
14,belfast,44.425909,-69.006423
16,bucyrus,40.808391,-82.975465
41,tucker,33.854548,-84.217142
7,milan,44.573389,-71.185078
11,minocqua,45.871084,-89.709271
38,mount carroll,42.095023,-89.978180
3,clarence,41.888907,-91.056542
32,toronto,43.653226,-79.383184
19,dobbs ferry,41.014542,-73.872635
10,danbury,41.394817,-73.454011
41,banks,45.618724,-123.114276
5,scappoose,45.754281,-122.877604
49,dysart,42.171659,-92.306298
23,amarillo,35.221997,-101.831297
15,fairview,42.031446,-80.255341
41,abington,42.104823,-70.945322
13,rensselaer,40.936705,-87.150856
35,millersburg,40.554507,-81.917920
7,ocean view,38.545112,-75.089071
20,cottage grove,43.797623,-123.059525
2,medway,42.141764,-71.396726
16,enumclaw,47.204268,-121.991500
3,madison,30.469377,-83.412925
12,enola,40.290088,-76.933864
18,pleasanton,37.662431,-121.874679
44,lincolnwood,42.004476,-87.730059
5,west monroe,32.518477,-92.147635
40,travelers rest,34.967617,-82.443455
45,champaign,40.116420,-88.243383
38,clarksburg,39.238716,-77.279429
50,national city,32.678109,-117.099197
2,walker,47.101346,-94.587216
25,mount vernon,37.352861,-84.340492
44,solon,41.807234,-91.494060
36,georgetown,30.632694,-97.677231
11,decatur,33.234283,-97.586139
19,joshua,32.461529,-97.388073
9,gallipolis,38.809803,-82.202369
14,lynnwood,47.820930,-122.315131
23,amelia court house,37.342604,-77.980548
40,bolivar,35.256194,-88.987839
22,white hall,34.273986,-92.090977
32,jacksonville,33.813713,-85.761354
39,decatur,33.774828,-84.296312
22,lakeland,31.041037,-83.075147
42,santa fe springs,33.947236,-118.085345
48,cambridge,43.361621,-80.314428
27,ellwood city,40.861730,-80.286451
2,garcia,25.778168,-100.507114
36,east haddam,41.503435,-72.475777
46,elizabeth,40.663992,-74.210701
28,willingboro,40.027150,-74.887418
32,laval,45.606649,-73.712409
21,benson,31.967861,-110.294517
49,new castle,41.003672,-80.347009
23,farmington,42.464479,-83.376322
30,lancaster,39.713675,-82.599329
10,granby,40.086097,-105.939460
0,franklin,36.722263,-86.577218
12,abingdon,36.709833,-81.977348
19,rowland heights,33.976124,-117.905339
23,tupelo,34.257607,-88.703386
15,hershey,40.285924,-76.650247
42,iowa falls,42.519887,-93.264574
25,saint-jerome,45.775357,-74.004948
6,tenafly,40.925377,-73.962915
2,cloverdale,38.805462,-123.017223
46,watervliet,42.730078,-73.701230
13,millington,35.341474,-89.897308
35,rio vista,38.155750,-121.691344
49,tuscola,39.799198,-88.283104
15,channelview,29.776060,-95.114653
26,powell,40.157840,-83.075187
7,escalon,37.797427,-120.996603
2,brecksville,41.319776,-81.626790
12,oakhurst,37.328000,-119.649315
29,waterbury,44.337834,-72.756229
36,hopkins,44.926700,-93.405282
14,dallas,33.923714,-84.840773
2,union,38.450052,-91.008476
26,carmel,41.405388,-73.724249
33,yonkers,40.931210,-73.898747
30,trenton,29.613294,-82.817620
27,mount ida,34.556764,-93.634081
48,absecon,39.428450,-74.495708
17,hyden,37.160925,-83.373237
42,corinth,34.934255,-88.522270
18,graham,33.107060,-98.589502
19,russellville,35.278417,-93.133786
14,chincoteague island,37.933179,-75.378809
16,bedford,37.334308,-79.523088
16,palm desert,33.722244,-116.374456
38,eastchester,40.958333,-73.808611
19,portsmouth,38.731743,-82.997674
37,valley springs,38.191586,-120.829103
45,ruston,32.523205,-92.637927
50,zion,42.446132,-87.832850
42,portsmouth,41.602324,-71.250326
23,minden,38.954074,-119.765733
44,lyons,41.813365,-87.818113
36,east greenbush,42.590913,-73.701786
8,waxahachie,32.386531,-96.848331
0,dunedin,28.019740,-82.771768
36,ciudad cuauhtemoc,28.406359,-106.865407
45,yucaipa,34.033625,-117.043087
24,webster,40.185092,-79.849347
20,pilot grove,38.874744,-92.911582
11,teton village,43.587315,-110.826988
2,mount carmel,40.797031,-76.411896
25,newcastle,43.854700,-104.204941
0,burleson,32.542082,-97.320849
33,fernandina beach,30.669682,-81.462592
44,epsom,43.224940,-71.344568
19,columbus,29.706623,-96.539693
34,ashville,39.715619,-82.952958
47,west vancouver,49.334897,-123.166785
42,huxley,41.895265,-93.600773
24,munfordville,37.272275,-85.891082
18,kalispell,48.200531,-114.315102
29,south amboy,40.477884,-74.290702
11,hebron,41.318648,-87.200309
2,riverside,41.835032,-87.822836
35,kohler,43.739162,-87.781754
22,north haven,41.390914,-72.859545
43,ramona,33.041360,-116.879255
13,uniondale,40.700379,-73.592906
38,lake oswego,45.420675,-122.670650
16,bryn athyn,40.131499,-75.067394
43,stillwater,42.938410,-73.653173
39,wrightstown,40.036224,-74.617934
5,sherwood,45.356507,-122.840098
31,high point,35.955692,-80.005318
7,kaysville,41.035222,-111.938552
3,el cerrito,37.916133,-122.310765
4,chesapeake,36.768209,-76.287493
28,lewistown,40.599239,-77.571382
29,overland park,38.982228,-94.670792
44,fulton,43.322846,-76.417158
48,fuquay varina,35.584323,-78.800013
36,uxbridge,42.077243,-71.630253
29,cabot,34.974532,-92.016534
50,franklin,36.677651,-76.922461
27,yaphank,40.836765,-72.917049
16,lake mills,43.081389,-88.911774
11,tifton,31.450463,-83.508497
15,canton,40.798947,-81.378447
13,st. louis,43.408364,-84.606670
44,downs,40.396980,-88.870629
12,honesdale,41.576755,-75.258787
50,princeton junction,40.317330,-74.619879
34,euclid,41.593105,-81.526787
20,le roy,40.351979,-88.764237
11,suitland-silver hill,38.847376,-76.923973
2,saratoga springs,43.083130,-73.784565
21,del mar,32.959489,-117.265315
3,marion,35.214534,-90.196483
9,alvarado,32.406531,-97.211678
19,escanaba,45.745247,-87.064580
26,asbury park,40.220391,-74.012082
42,shelbyville,35.483406,-86.460272
29,cushing,35.985064,-96.766970
11,charles town,39.288990,-77.859718
44,alexandria,38.804835,-77.046921
31,la vergne,36.015618,-86.581939
49,corrales,35.237820,-106.606693
37,fayette,33.684554,-87.830852
5,northwood,43.444125,-93.221037
48,indian wells,33.717631,-116.340755
12,kentfield,37.952146,-122.557200
22,mount pleasant,40.148961,-79.541150
45,mars hill,35.826498,-82.549300
22,sausalito,37.859094,-122.485251
28,hesston,38.138344,-97.431427
34,jersey city,40.728157,-74.077642
22,niagara falls,43.089558,-79.084944
18,goddard,37.659736,-97.575326
34,hartland,43.105008,-88.342040
37,lakeville,44.649687,-93.242720
22,sunbury,40.862585,-76.794410
43,grand bay,30.476308,-88.342230
16,kenner,29.994092,-90.241743
34,fort lauderdale,26.122439,-80.137317
45,garden grove,33.773905,-117.941448
16,evansville,37.971559,-87.571090
8,camillus,43.039233,-76.304096
2,vicksburg,42.120046,-85.532775
36,cave creek,33.833372,-111.950704
46,mountain home,43.132950,-115.691198
42,west nyack,41.096485,-73.972916
20,cashmere,47.522346,-120.469802
31,bedford,41.393110,-81.536509
29,wallkill,41.605649,-74.184036
44,gillette,40.674113,-74.466678
9,cleburne,32.347644,-97.386684
14,petersburg,35.319799,-86.637497
16,trois-rivieres,46.343240,-72.543283
45,sherman,33.635662,-96.608880
11,new paltz,41.747593,-74.086810
24,sorrento,28.807770,-81.563684
30,marfa,30.309462,-104.020623
20,north stonington,41.440932,-71.881183
0,raritan,40.569547,-74.632936
27,cedar falls,42.534899,-92.445316
24,avalon,33.342819,-118.328228
17,brighton,39.985262,-104.820528
13,mesquite,32.766796,-96.599159
35,sugar land,29.619679,-95.634946
29,copperopolis,37.981036,-120.641872
10,brandywine,38.696783,-76.847748
9,agawam,42.069539,-72.614812
38,burlington,48.475662,-122.325437
43,rush,42.995896,-77.645556
3,thomson,33.470693,-82.504573
28,lone jack,38.870842,-94.173834
3,belle chasse,29.854929,-89.990625
14,plaquemine,30.289083,-91.234274
10,bound brook,40.568436,-74.538489
44,bridgeview,41.750032,-87.804222
13,clanton,32.838737,-86.629426
46,camden,33.584558,-92.834329
37,hilliard,40.033396,-83.158245
18,west hempstead,40.704824,-73.650129
6,dundalk,39.250663,-76.520518
4,river edge,40.928710,-74.039862
17,harwood heights,41.967253,-87.807561
27,chinle,36.154448,-109.552607
37,waller,30.056608,-95.926899
14,newbury,44.103953,-72.121759
24,brewster,41.397316,-73.617072
11,seaford,40.665934,-73.488181
10,livingston,30.711029,-94.932990
7,pasco,46.239579,-119.100566
4,mantua township,39.781832,-75.182160
16,belleville,42.204762,-83.485213
30,vicksburg,32.352646,-90.877882
21,orono,44.883125,-68.671977
0,anoka,45.197743,-93.387176
11,monticello,33.628997,-91.790964
7,saddle river,41.031764,-74.102087
35,south yarmouth,41.666778,-70.184741
33,louisville,35.821748,-84.047964
26,brigham city,41.510213,-112.015501
33,hurley,41.924537,-74.061252
35,big bear,34.261118,-116.845030
18,rouses point,44.993928,-73.364856
8,cordele,31.963507,-83.782394
45,edna,28.978595,-96.646088
23,north adams,42.700915,-73.108715
36,hudson,42.252865,-73.790959
10,brookline,42.331764,-71.121163
30,wellsville,38.718342,-95.081635
35,camarillo,34.216394,-119.037602
3,exeter,36.296061,-119.142052
9,morrisville,35.823483,-78.825562
35,beaufort,32.431581,-80.669829
12,mount laurel,39.934002,-74.890999
46,fremont,37.548270,-121.988572
16,sidney,48.650241,-123.399005
20,sweetser,40.571984,-85.769148
35,warren,44.120278,-69.240000
26,pembroke,37.319568,-80.638954
9,oskaloosa,41.291673,-92.649360
50,harrington park,40.983709,-73.979860
10,rio rico,31.467363,-110.974235
28,stanwood,48.241211,-122.370710
30,altamonte springs,28.661109,-81.365624
36,villanova,40.037583,-75.349181
3,dripping springs,30.190207,-98.086678
35,london,37.128977,-84.083265
42,crystal falls,46.098007,-88.334024
15,aurelia,42.712760,-95.436670
21,windsor,42.075913,-75.640462
10,fairfield,40.883741,-74.305996
45,flemington,40.512326,-74.859332
15,cullowhee,35.313711,-83.176533
20,sewaren,40.552049,-74.258757
5,cedarburg,43.296672,-87.987590
19,roslyn,47.223452,-120.993139
11,compton,33.895849,-118.220071
20,pineville,36.594517,-94.384103
33,climax,42.238377,-85.334995
5,new windsor,41.476760,-74.023752
13,watertown,43.974784,-75.910756
6,charleston,39.496146,-88.176152
39,oxford,42.824752,-83.264662
10,logan,37.848715,-81.993458
2,atco,39.769788,-74.887946
48,chula vista,32.640054,-117.084196
29,woodbridge,41.352597,-73.008438
15,bristol,41.671765,-72.949270
2,georgetown,42.725092,-70.991166
38,pasadena,34.147785,-118.144516
30,oxford,36.310700,-78.590834
28,st. stephen,33.405202,-79.925152
38,blackshear,31.306051,-82.242066
50,yadkinville,36.134581,-80.659508
22,paris,36.302002,-88.326711
48,ashburn,39.043757,-77.487442
13,lancaster,37.619525,-84.577996
44,winter garden,28.565279,-81.586185
4,florence township,40.096737,-74.786339
44,fresno,29.538847,-95.447441
46,auburn,32.609857,-85.480782
7,seymour,33.594261,-99.260353
28,geneseo,41.448090,-90.154285
32,zillah,46.402073,-120.261999
33,hull,42.302065,-70.907835
7,vineland,39.486377,-75.025964
29,cuba,42.217567,-78.275293
31,east liverpool,40.618676,-80.577293
33,west chester,39.960664,-75.605488
34,chardon,41.579074,-81.208531
27,cortland,42.601181,-76.180484
17,sebring,27.495592,-81.440907
38,eureka,38.502554,-90.627904
13,sequim,48.079536,-123.101844
30,lovettsville,39.272602,-77.636657
50,burlington,40.807653,-91.112890
47,prospect,38.345068,-85.615517
31,madison,36.385415,-79.959485
31,eau claire,44.811349,-91.498494
37,auburn,34.013718,-83.827676
21,decatur,39.840315,-88.954800
43,booneville,37.476199,-83.674914
12,lebanon,37.569787,-85.252738
4,gainesville,38.795671,-77.613880
44,burlington,38.194467,-95.742764
11,muscatine,41.424473,-91.043205
16,ridgewood,40.979264,-74.116531
35,newton,42.337041,-71.209221
17,ledyard,41.439820,-72.014242
26,goldsboro,35.384884,-77.992765
40,talent,42.245684,-122.788646
37,gulf shores,30.246036,-87.700819
13,new ulm,44.314439,-94.459302
18,belfair,47.451459,-122.826946
40,newnan,33.380672,-84.799657
29,akron,41.081445,-81.519005
36,millburn,40.734045,-74.320670
23,kennett,36.236176,-90.055649
38,chappaqua,41.159540,-73.764855
38,san bernardino,34.108345,-117.289765
6,carroll,42.065599,-94.867279
11,fallston,39.514551,-76.411073
15,gloucester county,37.412828,-76.502574
14,hickory,35.733188,-81.341197
28,morristown,39.673378,-85.698588
0,sayre,41.978963,-76.515499
40,brookfield,41.823920,-87.851725
10,fort thomas,39.075061,-84.447163
1,chalfont,40.288439,-75.209062
0,lawrenceburg,39.090891,-84.849950
36,west lafayette,40.425869,-86.908065
23,des moines,41.600545,-93.609106
31,glasgow,36.995884,-85.911921
50,minnetonka,44.921184,-93.468749
26,tompkinsville,36.702280,-85.691640
20,carnegie,40.408680,-80.083388
25,walworth,43.139230,-77.272207
7,candiac,45.383934,-73.517445
9,coal city,41.287810,-88.285618
24,brandon,45.965239,-95.598656
42,cass lake,47.379394,-94.604321
5,cazenovia,42.930067,-75.852691
7,holland,42.641172,-78.541689
35,montpelier,44.260059,-72.575387
4,asheville,35.595058,-82.551487
41,hanford,36.327450,-119.645684
49,carmel,36.555239,-121.923288
37,helenwood,36.429800,-84.544106
36,thomasville,35.882637,-80.081988
47,wyandanch,40.753988,-73.360398
8,gordonsville,38.137358,-78.187781
23,tolland,41.871486,-72.368693
32,gastonia,35.262082,-81.187300
37,robstown,27.790303,-97.668884
32,roscoe,42.413350,-89.009274
16,jacksonville,34.754052,-77.430241
1,inman,35.047062,-82.090109
28,saratoga,41.454962,-106.806426
29,springdale,36.186744,-94.128814
21,johnstown,43.006740,-74.367636
8,vonore,35.590078,-84.241861
21,wellesley,42.296797,-71.292388
20,nicholasville,37.880634,-84.572996
38,chester,34.704861,-81.214256
33,wading river,40.950376,-72.842602
28,pinckney,42.456701,-83.946336
14,byhalia,34.872318,-89.690640
24,jamison,40.254897,-75.089035
37,staten island,40.579532,-74.150201
38,lake elmo,44.995800,-92.879377
31,cynthiana,38.390353,-84.294101
28,willoughby,41.639770,-81.406501
41,north highlands,38.685736,-121.372174
0,silverton,45.005121,-122.783146
46,narragansett,41.450084,-71.449503
49,pahrump,36.208294,-115.983915
29,avon,42.130655,-71.041158
48,pembroke,42.071492,-70.809200
35,rockton,42.452516,-89.072332
34,santa clara,37.354108,-121.955236
24,shavertown,41.319948,-75.938048
46,reno,39.529633,-119.813803
15,lynn haven,30.245478,-85.648261
32,warrenville,41.817807,-88.173402
25,texas city,29.383845,-94.902700
34,norwood,40.998153,-73.961804
27,miami,36.874515,-94.877455
24,clovis,34.404799,-103.205227
9,plumsteadville,40.386494,-75.146483
7,ottumwa,41.016029,-92.408302
32,port richey,28.271675,-82.719545
48,northumberland,40.891752,-76.797465
33,wichita,37.688889,-97.336111
25,honeoye falls,42.952285,-77.590276
25,mcgregor,43.024681,-91.181247
7,dewitt,41.823995,-90.538966
10,clinton,38.368632,-93.778269
50,new lenox,41.511976,-87.965610
16,joppa,39.429041,-76.355703
15,moss beach,37.527440,-122.513312
38,marietta,33.937045,-97.116679
29,islip terrace,40.749431,-73.188178
21,harrogate,36.582305,-83.656858
50,springfield,43.298408,-72.482312
22,clarksville,38.296736,-85.759963
9,menominee,45.107763,-87.614274
2,celina,40.548936,-84.570234
12,westwood,40.991209,-74.032640
38,carrollton,32.975642,-96.889964
43,san ramon,37.779927,-121.978015
32,vista,33.200037,-117.242536
35,sumter,33.920435,-80.341469
2,emerson,40.976209,-74.026251
38,holyoke,42.204259,-72.616201
13,dixon,37.517822,-87.690289
42,chillicothe,39.795295,-93.552436
12,louisville,38.252665,-85.758456
15,george west,28.332500,-98.117505
20,torrance,33.835849,-118.340629
44,defiance,41.284493,-84.355780
34,northern cambria,40.659234,-78.781694
42,fayetteville,38.052888,-81.103991
21,lowell,42.633425,-71.316172
20,sparta,36.505407,-81.120919
19,odem,27.950574,-97.582217
38,greenwood,35.215649,-94.255766
7,margate city,39.327894,-74.503486
8,lake junaluska,35.527881,-82.959581
17,gervais,45.108175,-122.897595
45,osceola,35.705078,-89.969532
25,gulf breeze,30.357144,-87.163857
50,onondaga county,43.026819,-76.178374
2,menlo park,37.453827,-122.182187
12,oakdale,37.766595,-120.847155
24,concord,43.208137,-71.537572
44,mill valley,37.906037,-122.544976
45,oakman,33.713443,-87.388616
33,whitesboro,33.656218,-96.906948
34,brownwood,31.709320,-98.991161
22,valley,32.818741,-85.179385
39,carthage,37.176447,-94.310223
9,jellico,36.587859,-84.126874
17,wilmington,39.445339,-83.828537
23,middlesex,35.790156,-78.203884
32,miles city,46.408336,-105.840558
17,wrightwood,34.360834,-117.633388
7,rockville,39.083997,-77.152758
47,bridgeport,41.186548,-73.195177
46,east troy,42.785292,-88.405096
24,king william,37.687163,-77.013684
31,demorest,34.565098,-83.545172
22,seagoville,32.639578,-96.538323
47,soperton,32.377118,-82.592355
9,aberdeen,46.975371,-123.815722
11,flagler beach,29.474975,-81.127004
21,hiram,33.875660,-84.762159
9,fitchburg,42.583423,-71.802295
12,cold spring harbor,40.871487,-73.456788
47,wetumpka,32.543745,-86.211913
7,fairview heights,38.588939,-89.990382
25,oklahoma city,35.467560,-97.516428
38,milton,42.775565,-88.943999
22,chesterfield,42.887222,-72.470278
32,rocky mount,36.997640,-79.891977
24,keene,42.933692,-72.278141
40,edgewood,35.061436,-106.191414
38,bristol,36.595141,-82.188809
42,medford,40.817598,-73.000107
38,reidsville,36.354859,-79.664475
35,apple valley,34.500831,-117.185876
11,bolingbrook,41.698642,-88.068395
2,paris,44.259792,-70.500615
1,hutchinson,38.060845,-97.929774
46,plymouth meeting,40.102332,-75.274347
0,saline,42.166707,-83.781608
33,wellington,41.168942,-82.217935
45,loxley,30.618248,-87.753045
4,galena,42.416674,-90.429017
26,elmont,40.700936,-73.712909
47,alexandria,31.311294,-92.445137
21,brisbane,37.680766,-122.399971
2,fort meade,39.113760,-76.726777
2,lancaster,32.592080,-96.756108
26,van wert,40.869493,-84.584122
48,oregon,42.926112,-89.384563
1,winamac,41.051430,-86.603065
10,grover beach,35.121642,-120.621282
32,perrysburg,41.556996,-83.627157
38,dade city,28.364725,-82.195918
10,middlebury,44.015337,-73.167340
40,mount vernon,38.729314,-77.107386
7,oakland city,38.338659,-87.345013
46,chihuahua,28.632996,-106.069100
42,palm harbor,28.078072,-82.763713
44,mcallen,26.203407,-98.230012
17,huntington park,33.981681,-118.225072
6,north brunswick,40.452516,-74.476671
